Name,URL,YearStarted,YearEnded,Position,SquadHistory,IsActive
Thomas Allan,https://fbref.com/en/players/e95726c1/Thomas-Allan,2017,2025,MF,"Newcastle United U23, Gateshead, Greenock Morton, Accrington Stanley",No
Tom Allan,https://fbref.com/en/players/3cc20c9f/Tom-Allan,2012,2017,DF,"Gateshead, York City",No
Ashley Allanson,https://fbref.com/en/players/99cc0803/Ashley-Allanson,2007,2008,MF,Farsley Celtic,No
Reise Allassani,https://fbref.com/en/players/5913dbc1/Reise-Allassani,2015,2019,FW,"Coventry City, Ebbsfleet United, Bromley",No
Arian Allen,https://fbref.com/en/players/d0611ebd/Arian-Allen,2025,2026,FW,Stockport County,Yes
Ben Allen,https://fbref.com/en/players/e69227ad/Ben-Allen,2025,2026,MF,Chatham Town FC,Yes
Bradley Allen,https://fbref.com/en/players/49a6d30d/Bradley-Allen,1992,2003,FW,"Queens Park Rangers, Charlton Athletic, Grimsby Town, Peterborough United, Bristol Rovers",No
Cameron Allen,https://fbref.com/en/players/0868018f/Cameron-Allen,2018,2019,MF,,No
Charlie Allen,https://fbref.com/en/players/4a500487/Charlie-Allen,2011,2014,MF,"Gillingham, Notts County",No
Chris Allen,https://fbref.com/en/players/88a68b02/Chris-Allen,1995,1997,MF,"Nottingham Forest, Luton Town, Cardiff City",No
Clive Allen,https://fbref.com/en/players/aff588b9/Clive-Allen,1993,1994,FW,West Ham United,No
Damien Allen,https://fbref.com/en/players/ac2a13f2/Damien-Allen,2004,2008,MF,"Stockport County, Morecambe",No
Ellis Allen,https://fbref.com/en/players/a90d553b/Ellis-Allen,2019,2020,GK,,No
Flo Allen,https://fbref.com/en/players/05fae887/Flo-Allen,2017,2021,DF,Bristol City,No
Graham Allen,https://fbref.com/en/players/c93d97be/Graham-Allen,1996,2007,DF,"Tranmere Rovers, Rushden & Diamonds, Everton, Chester City",No
Harry Allen,https://fbref.com/en/players/d7a45b26/Harry-Allen,2020,2022,GK,,No
Iffy Allen,https://fbref.com/en/players/e27443d5/Iffy-Allen,2012,2020,"FW,MF","Aldershot Town, Braintree Town, Yeovil Town, Bromley, Torquay United, Wrexham, Barnet",No
Jamie Allen,https://fbref.com/en/players/2c183a79/Jamie-Allen,2013,2026,MF,"Coventry City, Rochdale, Burton Albion",Yes
John Allen,https://fbref.com/en/players/4025fea2/John-Allen,1991,1993,MF,Mikkelin Palloilijat,No
Josh Allen,https://fbref.com/en/players/fe9e1369/Josh-Allen,2022,2023,FW,,No
Luke Allen,https://fbref.com/en/players/f6f704e8/Luke-Allen,2014,2019,MF,Braintree Town,No
Martin Allen,https://fbref.com/en/players/5cff621e/Martin-Allen,1993,1996,MF,"West Ham United, Portsmouth",No
Michael Allen,https://fbref.com/en/players/bd2277cb/Michael-Allen,2021,2025,GK,Fulham U21,Yes
Mitchell Allen,https://fbref.com/en/players/33838c50/Mitchell-Allen,2017,2018,GK,,No
Oliver Allen,https://fbref.com/en/players/1630a0e4/Oliver-Allen,2006,2008,FW,"Barnet, Stevenage Borough",No
Paul Allen,https://fbref.com/en/players/9ec6f902/Paul-Allen,1992,1995,MF,"Southampton, Tottenham Hotspur, Swindon Town, Stoke City, Luton Town",No
Remi Allen,https://fbref.com/en/players/29bbd006/Remi-Allen,2017,2023,MF,"Reading, Aston Villa",No
Richie Allen,https://fbref.com/en/players/936739e4/Richie-Allen,2014,2016,FW,Salford City FC,No
River Allen,https://fbref.com/en/players/99cb9ce6/River-Allen,2014,2018,MF,,No
Rory Allen,https://fbref.com/en/players/a6e9d64f/Rory-Allen,1996,1999,FW,"Tottenham Hotspur, Portsmouth, Luton Town",No
Taylor Allen,https://fbref.com/en/players/e9c56e6e/Taylor-Allen,2018,2026,"DF,MF","Wycombe Wanderers, Walsall, Forest Green Rovers",Yes
Danny Allen-Page,https://fbref.com/en/players/87a605c0/Danny-Allen-Page,2009,2010,"DF,MF",Hayes & Yeading United,No
Max Alleyne,https://fbref.com/en/players/defcfd32/Max-Alleyne,2021,2026,DF,"Watford, Manchester City U21",Yes
Dele Alli,https://fbref.com/en/players/cea4ee8f/Dele-Alli,2012,2025,"FW,MF","Tottenham Hotspur, Milton Keynes Dons, England, Everton, Beşiktaş",No
Lloyd Allinson,https://fbref.com/en/players/ab852c99/Lloyd-Allinson,2014,2017,GK,Chesterfield,No
Wayne Allison,https://fbref.com/en/players/452a0d3c/Wayne-Allison,2002,2008,FW,"Chesterfield, Swindon Town, Huddersfield Town, Sheffield United",No
Joe Allon,https://fbref.com/en/players/54228a48/Joe-Allon,1992,1993,FW,"Brentford, Chelsea",No
Mark Allott,https://fbref.com/en/players/41c2d028/Mark-Allott,2002,2013,MF,"Chesterfield, Oldham Athletic, Hyde",No
Rhys Allport,https://fbref.com/en/players/deb251a0/Rhys-Allport,2023,2024,FW,,No
Ryan Allsop,https://fbref.com/en/players/af615123/Ryan-Allsop,2012,2026,GK,"Birmingham City, Wycombe Wanderers, Cardiff City, Hull City, Derby County, Coventry City, Bournemout",Yes
Louis Almond,https://fbref.com/en/players/db14c0bc/Louis-Almond,2009,2020,FW,"Southport, Barrow, Hyde, Chorley FC, Lincoln City, Tranmere Rovers, Cheltenham Town",No
Ben Alnwick,https://fbref.com/en/players/55b11e73/Ben-Alnwick,2004,2020,GK,"Peterborough United, Bolton Wanderers, Sunderland, Charlton Athletic, Barnsley, Leicester City, Leyt",No
Jak Alnwick,https://fbref.com/en/players/b0835fc0/Jak-Alnwick,2011,2026,GK,"Cardiff City, Port Vale, St Mirren, Scunthorpe United, Blackpool, Newcastle United, Rangers, Gateshe",Yes
Luca Alonzi,https://fbref.com/en/players/d9fb392c/Luca-Alonzi,2024,2026,FW,Boston United,Yes
Julian Alsop,https://fbref.com/en/players/4047fcf4/Julian-Alsop,2002,2010,FW,"Swansea City, Cheltenham Town, Oxford United, Northampton Town",No
Baris Altintop,https://fbref.com/en/players/232cf329/Baris-Altintop,2021,2022,DF,,Yes
Eniola Aluko,https://fbref.com/en/players/d13cfb64/Eniola-Aluko,2005,2020,FW,"Juventus, England, Saint Louis Athletica, Chelsea, Gotham FC, Atlanta Beat, Great Britain",No
Will Alves,https://fbref.com/en/players/39ef5a7b/Will-Alves,2021,2026,MF,"Leicester City, Huddersfield Town, Leicester City U21, Leicester City U23, Cardiff City",Yes
Xavier Amaechi,https://fbref.com/en/players/1b95524b/Xavier-Amaechi,2017,2026,"FW,MF","Plymouth Argyle, Magdeburg, Arsenal U23, Hamburger SV, Bolton Wanderers, Karlsruher",Yes
Justin Amaluzor,https://fbref.com/en/players/b3f78f19/Justin-Amaluzor,2015,2026,"FW,MF","Grimsby Town, Altrincham, Aldershot Town, Barnet, Braintree Town, Maidstone United, Motherwell",Yes
Kevin Amankwaah,https://fbref.com/en/players/374416f1/Kevin-Amankwaah,2002,2018,DF,"Swindon Town, Yeovil Town, Sutton United, Exeter City, Swansea City, Northampton Town, Rochdale, Sal",No
Yeboah Amankwah,https://fbref.com/en/players/09afe920/Yeboah-Amankwah,2018,2025,DF,"Lommel, Accrington Stanley, Manchester City U23",Yes
Levi Amantchi,https://fbref.com/en/players/71629af8/Levi-Amantchi,2018,2026,FW,"Rochdale, Bromley, Walsall, Chesterfield",Yes
Dana Amaral,https://fbref.com/en/players/c5f68a97/Dana-Amaral,2022,2023,MF,,No
Bobby Amartey,https://fbref.com/en/players/7e188f3d/Bobby-Amartey,2022,2026,MF,Leicester City U21,Yes
Francis Amartey,https://fbref.com/en/players/8b806366/Francis-Amartey,2020,2025,FW,"Ayr United, Aldershot Town",Yes
Harry Amass,https://fbref.com/en/players/7b47100c/Harry-Amass,2022,2026,DF,"Manchester United U21, Sheffield Wednesday, Manchester United",Yes
Yannis Ambroisine,https://fbref.com/en/players/72225e17/Yannis-Ambroisine,2017,2018,DF,Leatherhead FC,No
Darren Ambrose,https://fbref.com/en/players/6e5117de/Darren-Ambrose,2001,2016,"FW,MF","Charlton Athletic, Crystal Palace, Newcastle United, Ipswich Town, Colchester United, Apollon Smyrni",No
Franck Amekortu,https://fbref.com/en/players/9424ab69/Franck-Amekortu,2019,2020,MF,Sunderland U23,No
Sammy Ameobi,https://fbref.com/en/players/acd61628/Sammy-Ameobi,2010,2021,"FW,MF","Bolton Wanderers, Nottingham Forest, Newcastle United, Cardiff City, Middlesbrough",No
Tomi Ameobi,https://fbref.com/en/players/b628ef38/Tomi-Ameobi,2007,2020,FW,"FC Edmonton, VPS, Forest Green Rovers, Scunthorpe United, Mansfield Town, FC Cincinnati",No
Al Amin Kazeem,https://fbref.com/en/players/2020d19a/Al-Amin-Kazeem,2019,2025,DF,"St Patrick's Athletic, Colchester United, Galway United",Yes
Josh Amis,https://fbref.com/en/players/b23624fc/Josh-Amis,2015,2017,FW,Northwich Victoria,No
Samuel Amissah,https://fbref.com/en/players/2835bfe1/Samuel-Amissah,2023,2026,DF,"Fulham U21, Fulham",Yes
Samuel Amo-Ameyaw,https://fbref.com/en/players/9eedf0e0/Samuel-Amo-Ameyaw,2022,2026,MF,"Strasbourg, Southampton U21, Southampton",Yes
Bright Amoateng,https://fbref.com/en/players/daf2169b/Bright-Amoateng,2020,2021,FW,,No
David Amoo,https://fbref.com/en/players/3c1c24d0/David-Amoo,2010,2024,"DF,FW","Port Vale, Cambridge United, Carlisle United, Partick Thistle, Bury, Preston North End, Tranmere Rov",No
Ryan Amoo,https://fbref.com/en/players/648f24f4/Ryan-Amoo,2003,2008,"DF,MF","Lincoln City, Northampton Town",No
Ben Amos,https://fbref.com/en/players/f6799cd2/Ben-Amos,2009,2026,GK,"Port Vale, Charlton Athletic, Wigan Athletic, Bolton Wanderers, Hull City, Cardiff City, Oldham Athl",Yes
Luke Amos,https://fbref.com/en/players/77128f7e/Luke-Amos,2016,2025,MF,"Queens Park Rangers, Tottenham Hotspur U23, Stevenage, Hibernian, Perth Glory, Southend United",Yes
Stanley Amos,https://fbref.com/en/players/f73bcda7/Stanley-Amos,2022,2025,GK,,Yes
Ato Ampah,https://fbref.com/en/players/4b98d1d4/Ato-Ampah,2024,2026,FW,Chelsea U21,Yes
Stanley Anaebonam,https://fbref.com/en/players/4bcc0823/Stanley-Anaebonam,2022,,FW,Shelbourne FC,No
Alex Anderson,https://fbref.com/en/players/f4a1af61/Alex-Anderson,2018,2019,DF,,No
Chris Anderson,https://fbref.com/en/players/07c410e8/Chris-Anderson,2006,2007,MF,,No
Curtis Anderson,https://fbref.com/en/players/207f1684/Curtis-Anderson,2017,2021,GK,"Charlotte Independence, Manchester City U23",No
Elliot Anderson,https://fbref.com/en/players/de31038e/Elliot-Anderson,2019,2026,MF,"Nottingham Forest, England, Newcastle United, Newcastle United U23, Bristol Rovers",Yes
Freddie Anderson,https://fbref.com/en/players/27e95c19/Freddie-Anderson,2023,2025,DF,"Cork City, Stoke City U21",Yes
Harry Anderson,https://fbref.com/en/players/c6f940ed/Harry-Anderson,2014,2026,"FW,MF","Colchester United, Lincoln City, Bristol Rovers, Peterborough United",Yes
Ijah Anderson,https://fbref.com/en/players/4933e359/Ijah-Anderson,2002,2005,DF,"Brentford, Bristol Rovers, Swansea City, Wycombe Wanderers",No
Jermaine Anderson,https://fbref.com/en/players/97d9a4df/Jermaine-Anderson,2012,2025,"DF,MF","Woking, Peterborough United, Aldershot Town, Bradford City, Doncaster Rovers",Yes
Jessica Anderson,https://fbref.com/en/players/6bef81b0/Jessica-Anderson,2025,2026,MF,Manchester United,Yes
Joe Anderson,https://fbref.com/en/players/19a890ba/Joe-Anderson,2019,2026,DF,"Sunderland U21, Everton U23, Shrewsbury Town, Everton U21, Sunderland",Yes
Joe Anderson,https://fbref.com/en/players/2d56c75b/Joe-Anderson,2008,2018,DF,"Bromley, Lincoln City, Maidstone United, Woking, Cambridge United",No
Kaiman Anderson,https://fbref.com/en/players/c22545af/Kaiman-Anderson,2016,2017,FW,,No
Keane Anderson,https://fbref.com/en/players/ed53f476/Keane-Anderson,2022,2026,MF,Aldershot Town,Yes
Keshi Anderson,https://fbref.com/en/players/864a3eba/Keshi-Anderson,2015,2026,"FW,MF","Birmingham City, Swindon Town, Blackpool, Northampton Town, Bolton Wanderers, Doncaster Rovers",Yes
Luke Anderson,https://fbref.com/en/players/bec15b0b/Luke-Anderson,2016,2017,GK,,No
Mark Anderson,https://fbref.com/en/players/cb93b35c/Mark-Anderson,2012,2017,MF,"Fort Lauderdale Strikers, Carolina RailHawks",No
Myles Anderson,https://fbref.com/en/players/47bd43ae/Myles-Anderson,2010,2021,"DF,MF","Hartlepool United, Torquay United, Chester, Aldershot Town",No
Paul Anderson,https://fbref.com/en/players/b3ab8f5c/Paul-Anderson,2007,2020,MF,"Nottingham Forest, Ipswich Town, Northampton Town, Mansfield Town, Swansea City, Bristol City, Bradf",No
Stan Anderson,https://fbref.com/en/players/4886dd6a/Stan-Anderson,1962,,MF,,No
Taine Anderson,https://fbref.com/en/players/2917046f/Taine-Anderson,2025,2026,DF,Cheltenham Town,Yes
Taylor Anderson,https://fbref.com/en/players/1dd87dad/Taylor-Anderson,2022,2026,DF,Mansfield Town,Yes
Tom Anderson,https://fbref.com/en/players/441c723b/Tom-Anderson,2014,2015,MF,,No
Tom Anderson,https://fbref.com/en/players/76e8c264/Tom-Anderson,2012,2026,DF,"Doncaster Rovers, Shrewsbury Town, Chesterfield, Port Vale, Barrow, Carlisle United, Lincoln City, H",Yes
Tom Anderson,https://fbref.com/en/players/d5aa80db/Tom-Anderson,2017,2018,MF,,No
Viv Anderson,https://fbref.com/en/players/6484efd1/Viv-Anderson,1982,1993,DF,"Sheffield Wednesday, Barnsley",No
Darren Anderton,https://fbref.com/en/players/09cebe50/Darren-Anderton,1992,2009,MF,"Tottenham Hotspur, Bournemouth, Wolverhampton Wanderers, Birmingham City, England",No
Nick Anderton,https://fbref.com/en/players/cb03c4d4/Nick-Anderton,2014,2022,DF,"Barrow, Carlisle United, Bristol Rovers, Accrington Stanley, Blackpool, Aldershot Town, Gateshead",No
Calvin Andrew,https://fbref.com/en/players/4b2711f5/Calvin-Andrew,2004,2021,FW,"Rochdale, Luton Town, Crystal Palace, Port Vale, Mansfield Town, Barrow, Leyton Orient, Swindon Town",No
Charlie Andrew,https://fbref.com/en/players/5f72f122/Charlie-Andrew,2017,2020,GK,,No
Danny Andrew,https://fbref.com/en/players/90b57521/Danny-Andrew,2009,2026,"DF,MF","Exeter City, Stockport County, Fleetwood Town, Cambridge United, Cheltenham Town, Doncaster Rovers,",Yes
Corie Andrews,https://fbref.com/en/players/ba3b2260/Corie-Andrews,2021,2024,"FW,MF","Wealdstone FC, Aldershot Town, Torquay United, Colchester United",No
Ian Andrews,https://fbref.com/en/players/3da06029/Ian-Andrews,1993,1994,GK,"Bournemouth, Southampton",No
Jake Andrews,https://fbref.com/en/players/98af6a1c/Jake-Andrews,2017,2022,MF,"Torquay United, Cheltenham Town",No
Jamie Andrews,https://fbref.com/en/players/cbb8faac/Jamie-Andrews,2020,2026,MF,"Woking, Grimsby Town, West Bromwich Albion U23, West Bromwich Albion U21, Yeovil Town",Yes
Josh Andrews,https://fbref.com/en/players/ae6ff51a/Josh-Andrews,2020,2026,FW,"Gillingham, Accrington Stanley, Rochdale, Doncaster Rovers, Harrogate Town FC",Yes
Lee Andrews,https://fbref.com/en/players/d05252a4/Lee-Andrews,2002,2007,DF,"Carlisle United, Torquay United, Rochdale",No
Marley Andrews,https://fbref.com/en/players/d49b666b/Marley-Andrews,2017,2022,DF,,No
Ryan Andrews,https://fbref.com/en/players/40d103f8/Ryan-Andrews,2022,2026,"DF,MF","Watford, Young Boys",Yes
Wayne Andrews,https://fbref.com/en/players/ac95c49a/Wayne-Andrews,2002,2009,FW,"Colchester United, Oldham Athletic, Crystal Palace, Watford, Sheffield Wednesday, Coventry City, Lut",No
Chuks Aneke,https://fbref.com/en/players/c3afe72e/Chuks-Aneke,2011,2026,"FW,MF","Shrewsbury Town, Charlton Athletic, Milton Keynes Dons, Crewe Alexandra, Zulte Waregem, Birmingham C",Yes
Frances Angel,https://fbref.com/en/players/cb6df1b6/Frances-Angel,2021,2022,GK,,No
Mark Angel,https://fbref.com/en/players/0c46dc66/Mark-Angel,2002,2004,MF,"Boston United, West Bromwich Albion",No
Brett Angell,https://fbref.com/en/players/64c0cb21/Brett-Angell,1993,2003,FW,"Walsall, Everton, Port Vale, Queens Park Rangers, Sunderland, Sheffield United, West Bromwich Albion",No
Woody Angell,https://fbref.com/en/players/55382c0e/Woody-Angell,2021,2022,MF,,No
Lee Angol,https://fbref.com/en/players/139aeffa/Lee-Angol,2012,2026,"FW,MF","Cheltenham Town, Peterborough United, Sutton United, Leyton Orient, Bradford City, Mansfield Town, M",Yes
Calum Angus,https://fbref.com/en/players/906a94ec/Calum-Angus,2009,2013,DF,GAIS,No
Dior Angus,https://fbref.com/en/players/727e7bf1/Dior-Angus,2013,2024,"FW,MF","Barrow, Wrexham, Altrincham, Harrogate Town FC, Kidderminster Harriers, Port Vale",No
Stevland Angus,https://fbref.com/en/players/59434976/Stevland-Angus,2002,2008,DF,"Cambridge United, Torquay United, Bournemouth, Scunthorpe United",No
Danny Anijsko,https://fbref.com/en/players/997f9101/Danny-Anijsko,2023,2026,MF,Nottingham Forest U21,Yes
Faustino Anjorin,https://fbref.com/en/players/b105919e/Faustino-Anjorin,2018,2026,MF,"Torino, Chelsea U23, Empoli, Huddersfield Town, Portsmouth, Lokomotiv Moscow, Chelsea",Yes
Joel Anker,https://fbref.com/en/players/9ad4ee7f/Joel-Anker,2023,2024,MF,,No
Jamie Annerson,https://fbref.com/en/players/6882dcc1/Jamie-Annerson,2008,2011,GK,Rotherham United,No
Eve Annets,https://fbref.com/en/players/79924797/Eve-Annets,2024,2025,GK,,Yes
Andre Annous,https://fbref.com/en/players/2d14071d/Andre-Annous,2024,2026,FW,"Arsenal U21, Arsenal",Yes
Zak Ansah,https://fbref.com/en/players/05ed672a/Zak-Ansah,2014,2017,FW,"Newport County, Woking, Plymouth Argyle",No
Caleb Ansen,https://fbref.com/en/players/5be1a1f3/Caleb-Ansen,2022,2026,GK,"Norwich City U21, Altrincham",Yes
Adam Anson,https://fbref.com/en/players/2126e09b/Adam-Anson,2015,2025,DF,,No
Elijah Anthony,https://fbref.com/en/players/247120d2/Elijah-Anthony,2024,2026,DF,Ebbsfleet United,Yes
Jaidon Anthony,https://fbref.com/en/players/e4238fb1/Jaidon-Anthony,2020,2026,"FW,MF","Burnley, Bournemouth, Leeds United",Yes
Micah Anthony,https://fbref.com/en/players/aad3f2ef/Micah-Anthony,2024,2025,MF,,No
Steve Anthrobus,https://fbref.com/en/players/c3e7232b/Steve-Anthrobus,1992,1993,FW,Wimbledon,No
Jouse Antonio,https://fbref.com/en/players/459f9f3a/Jouse-Antonio,2014,2015,DF,,No
Cameron Antwi,https://fbref.com/en/players/75c50805/Cameron-Antwi,2020,2026,MF,Newport County,Yes
Jayden Antwi,https://fbref.com/en/players/813df43e/Jayden-Antwi,2016,2017,MF,,No
Joe Anyinsah,https://fbref.com/en/players/6f4a2915/Joe-Anyinsah,2004,2014,FW,"Bristol Rovers, Carlisle United, Wrexham, Charlton Athletic, Brighton & Hove Albion, Crewe Alexandra",No
Joe Anyon,https://fbref.com/en/players/1794a512/Joe-Anyon,2006,2020,GK,"Port Vale, Lincoln City, Chesterfield, Scunthorpe United, Shrewsbury Town, Chorley FC, Morecambe",No
Declan Appau,https://fbref.com/en/players/cd31f99f/Declan-Appau,2017,2018,MF,,No
Arvin Appiah,https://fbref.com/en/players/eafa6953/Arvin-Appiah,2018,2026,MF,"Amiens, Almería, Rotherham United, Nacional, Lugo, Tenerife, Málaga, Nottingham Forest",Yes
Paul Appiah,https://fbref.com/en/players/3f40559b/Paul-Appiah,2020,2026,DF,"Chelmsford City FC, Leicester City U21, Aston Villa U23, Maidstone United",Yes
Keenan Appiah-Forson,https://fbref.com/en/players/270c700c/Keenan-Appiah-Forson,2018,2026,"FW,MF","Southend United, West Ham United U23, West Ham United U21, Dagenham & Redbridge",Yes
Matty Appleby,https://fbref.com/en/players/99a2a4ce/Matty-Appleby,1993,2006,MF,"Barnsley, Oldham Athletic, Darlington",No
Richard Appleby,https://fbref.com/en/players/353b4d3b/Richard-Appleby,2002,2005,"FW,MF","Swansea City, Kidderminster Harriers, Hull City, Ipswich Town",No
Michael Appleton,https://fbref.com/en/players/aefa4a08/Michael-Appleton,2001,2002,MF,West Bromwich Albion,No
Will Appleyard,https://fbref.com/en/players/32e42e5c/Will-Appleyard,2018,2020,GK,,No
Matthew Apter,https://fbref.com/en/players/d79005ff/Matthew-Apter,2022,2025,MF,Everton U21,Yes
Hakeem Araba,https://fbref.com/en/players/2701505e/Hakeem-Araba,2014,2018,FW,"Falkenberg, Örgryte, PS Kemi Kings, Panthrakikos",No
Yasin Arai,https://fbref.com/en/players/1eec3f68/Yasin-Arai,2020,2021,MF,,No
Devonte Aransibia,https://fbref.com/en/players/19363237/Devonte-Aransibia,2017,2024,MF,Norwich City U23,No
Raphael Araoye,https://fbref.com/en/players/1169e5d5/Raphael-Araoye,2023,2025,DF,Yeovil Town,No
Oliver Arblaster,https://fbref.com/en/players/afe1a491/Oliver-Arblaster,2021,2025,MF,"Sheffield United, Port Vale",No
Cameron Archer,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,2018,2026,FW,"Southampton, Sheffield United, Aston Villa U23, Solihull Moors, Middlesbrough, Preston North End, As",Yes
Ethon Archer,https://fbref.com/en/players/f0f595eb/Ethon-Archer,2024,2026,MF,Cheltenham Town,Yes
Jordan Archer,https://fbref.com/en/players/44040414/Jordan-Archer,2017,2020,FW,"Maidenhead United, Stockport County, Port Vale",No
Samual Archer,https://fbref.com/en/players/6e7c688a/Samual-Archer,2023,2026,GK,Tottenham Hotspur U21,Yes
Sam Archer-Plane,https://fbref.com/en/players/22dec528/Sam-Archer-Plane,2016,2017,DF,,No
Troy Archibald-Henville,https://fbref.com/en/players/2ac660f1/Troy-Archibald-Henville,2008,2018,DF,"Exeter City, Carlisle United, Swindon Town",No
Neal Ardley,https://fbref.com/en/players/124a61d8/Neal-Ardley,1992,2008,MF,"Wimbledon, Watford, Cardiff City, Millwall",No
Andreas Arestidou,https://fbref.com/en/players/fc8240f7/Andreas-Arestidou,2009,2016,GK,"Morecambe, Preston North End",No
Pele Arganese-Mcdermott,https://fbref.com/en/players/0259465e/Pele-Arganese-Mcdermott,2024,2026,DF,Tottenham Hotspur U21,Yes
